Siparis_ID,Urun_Tipi,Siparis_Adedi,Hedef_Gramaj_g,Geri_Donusumlu_Kagit_Orani,Hammadde_Nem_Orani,Firin_Hizi_m_dk,Firin_Sicakligi_C,Dogalgaz_Tuketimi_m3,Elektrik_Tuketimi_kWh
S-11157,Oluklu Mukavva Kutu,44100,194,0.87,0.123,25.65,216.8,1185.17,778.22
S-11158,Standart Yumurta Viyolu,63004,52,0.89,0.076,17.54,187.2,401.93,694.29
S-11159,Premium Meyve Viyolu,22415,74,0.95,0.12,38.67,201.1,233.14,686.11
S-11160,Standart Yumurta Viyolu,28322,46,0.76,0.056,32.73,239.4,346.71,719.42
S-11161,Standart Yumurta Viyolu,18083,48,0.95,0.12,43.37,204.5,165.4,820.25
S-11162,Premium Meyve Viyolu,35969,86,0.89,0.095,20.66,210.5,659.75,604.75
S-11163,Endüstriyel Ambalaj Viyolu,58790,123,0.92,0.116,18.4,223.2,967.1,722.96
S-11164,Standart Yumurta Viyolu,86326,54,0.98,0.056,39.62,182.3,126.74,1056.92
S-11165,Oluklu Mukavva Kutu,19828,155,0.74,0.125,15.25,190.1,1869.18,442.65
S-11166,Standart Yumurta Viyolu,35919,55,0.97,0.121,35.15,203.7,224.73,787.46
S-11167,Endüstriyel Ambalaj Viyolu,26880,85,0.83,0.123,30.66,184.5,478.34,652.2
S-11168,Oluklu Mukavva Kutu,26059,160,0.92,0.139,18.53,239.4,1228.29,522.36
S-11169,Endüstriyel Ambalaj Viyolu,16637,90,0.87,0.14,24.61,220.2,710.73,498.96
S-11170,Endüstriyel Ambalaj Viyolu,61773,111,0.8,0.071,24.4,190.7,662.43,841.59
S-11171,Standart Yumurta Viyolu,60165,55,0.77,0.095,24.62,224.7,545.52,820.92
S-11172,Endüstriyel Ambalaj Viyolu,32650,102,0.96,0.107,19.72,221.4,678.05,573.29
S-11173,Premium Meyve Viyolu,34530,68,0.97,0.094,42.04,225.0,239.04,839.58
S-11174,Oluklu Mukavva Kutu,68459,188,0.8,0.148,35.02,182.6,897.13,925.85
S-11175,Standart Yumurta Viyolu,90492,54,0.72,0.052,28.5,200.0,359.87,1032.35
S-11176,Premium Meyve Viyolu,94840,69,0.75,0.119,30.44,192.0,515.1,1027.04
S-11177,Endüstriyel Ambalaj Viyolu,64000,115,0.72,0.065,17.2,228.7,1390.43,766.67
S-11178,Endüstriyel Ambalaj Viyolu,17992,85,0.91,0.117,29.31,218.5,468.54,578.86
S-11179,Oluklu Mukavva Kutu,60202,185,0.93,0.1,25.73,196.6,780.84,853.53
S-11180,Endüstriyel Ambalaj Viyolu,36143,121,0.96,0.084,38.09,213.7,345.06,845.32
S-11181,Premium Meyve Viyolu,92674,85,0.86,0.108,37.48,237.9,471.74,1206.01
S-11182,Standart Yumurta Viyolu,60134,50,0.88,0.098,17.81,226.1,510.5,756.39
S-11183,Endüstriyel Ambalaj Viyolu,81371,130,0.79,0.134,17.17,232.9,1662.9,803.36
S-11184,Endüstriyel Ambalaj Viyolu,55093,116,0.98,0.118,27.43,221.4,433.21,778.35
S-11185,Oluklu Mukavva Kutu,60905,219,1.0,0.125,34.34,201.3,521.98,939.85
S-11186,Premium Meyve Viyolu,13416,70,0.86,0.134,16.0,202.0,761.23,374.49
S-11187,Premium Meyve Viyolu,13840,88,0.72,0.145,21.7,235.3,1174.76,469.6
S-11188,Oluklu Mukavva Kutu,17679,270,0.87,0.143,15.16,224.9,2510.52,402.31
S-11189,Oluklu Mukavva Kutu,86544,209,0.98,0.104,30.82,188.5,519.25,1022.15
S-11190,Premium Meyve Viyolu,23124,67,0.97,0.071,34.96,184.7,171.93,699.48
S-11191,Premium Meyve Viyolu,44934,77,0.92,0.08,28.9,216.0,383.31,736.81
S-11192,Standart Yumurta Viyolu,38758,54,0.79,0.116,19.75,221.3,653.08,583.81
S-11193,Endüstriyel Ambalaj Viyolu,56504,91,0.77,0.125,22.86,232.9,965.44,766.1
S-11194,Premium Meyve Viyolu,41005,78,0.88,0.059,26.75,222.8,474.12,749.93
S-11195,Oluklu Mukavva Kutu,57026,157,0.78,0.088,18.09,223.1,1650.07,708.73
S-11196,Oluklu Mukavva Kutu,84403,294,0.77,0.082,25.03,181.5,1486.29,946.84
S-11197,Premium Meyve Viyolu,83807,90,0.97,0.102,28.67,181.8,293.26,1036.36
S-11198,Premium Meyve Viyolu,74517,77,0.8,0.142,15.73,214.9,993.15,801.29
S-11199,Oluklu Mukavva Kutu,33010,275,0.83,0.115,36.81,180.0,874.3,749.25
S-11200,Standart Yumurta Viyolu,21830,45,0.71,0.062,44.59,198.9,247.32,811.27
S-11201,Premium Meyve Viyolu,88861,67,0.78,0.052,21.69,183.4,472.09,922.7
S-11202,Standart Yumurta Viyolu,79002,52,0.77,0.102,22.6,236.4,619.25,936.25
S-11203,Standart Yumurta Viyolu,53481,54,0.81,0.088,27.36,223.7,464.85,791.04
S-11204,Premium Meyve Viyolu,27103,70,0.98,0.084,31.82,185.7,199.18,642.2
S-11205,Premium Meyve Viyolu,52413,61,0.76,0.138,19.75,207.3,813.22,722.15
S-11206,Standart Yumurta Viyolu,29360,54,0.81,0.137,32.05,206.4,397.19,674.61
S-11207,Premium Meyve Viyolu,24538,87,0.95,0.111,39.96,209.6,301.11,726.34
S-11208,Oluklu Mukavva Kutu,19506,245,0.94,0.08,29.87,205.3,696.13,593.69
S-11209,Endüstriyel Ambalaj Viyolu,86810,86,0.74,0.07,16.66,191.9,855.33,845.38
S-11210,Oluklu Mukavva Kutu,49552,232,0.81,0.051,40.18,181.9,716.06,993.29
S-11211,Premium Meyve Viyolu,30644,83,0.9,0.089,34.42,182.7,303.66,712.9
S-11212,Endüstriyel Ambalaj Viyolu,93789,111,0.86,0.139,18.14,229.4,1124.67,897.87
S-11213,Oluklu Mukavva Kutu,32833,293,0.79,0.09,19.51,210.2,2038.81,598.64
S-11214,Oluklu Mukavva Kutu,39260,300,0.85,0.135,36.18,209.4,1219.2,798.74
S-11215,Premium Meyve Viyolu,59595,69,0.87,0.072,23.07,228.2,523.77,772.8
S-11216,Oluklu Mukavva Kutu,26691,195,0.82,0.099,41.42,204.8,698.4,792.19
S-11217,Standart Yumurta Viyolu,85082,51,0.7,0.074,35.42,187.3,313.69,1056.82
S-11218,Standart Yumurta Viyolu,33865,54,0.89,0.121,20.35,184.8,394.84,595.96
S-11219,Oluklu Mukavva Kutu,90134,206,0.95,0.127,32.9,200.2,624.55,1084.92
S-11220,Standart Yumurta Viyolu,75035,47,0.85,0.109,25.78,208.5,397.35,867.74
S-11221,Oluklu Mukavva Kutu,20198,210,0.97,0.066,26.44,188.5,595.98,586.15
S-11222,Oluklu Mukavva Kutu,51879,192,0.98,0.078,43.51,183.8,307.05,984.8
S-11223,Standart Yumurta Viyolu,97821,55,0.97,0.103,35.08,229.9,220.8,1211.72
S-11224,Oluklu Mukavva Kutu,68540,152,0.74,0.097,32.95,181.9,778.33,953.86
S-11225,Oluklu Mukavva Kutu,37483,213,0.99,0.114,19.85,234.4,912.08,603.21
S-11226,Standart Yumurta Viyolu,55938,49,0.98,0.126,36.95,222.6,185.18,904.15
S-11227,Standart Yumurta Viyolu,10167,45,0.91,0.072,28.16,226.9,270.64,554.75
S-11228,Endüstriyel Ambalaj Viyolu,67438,126,0.94,0.134,34.64,193.7,414.52,929.84
S-11229,Endüstriyel Ambalaj Viyolu,31802,106,0.74,0.077,21.29,207.3,970.22,608.45
S-11230,Endüstriyel Ambalaj Viyolu,59638,102,0.73,0.142,32.05,201.8,709.81,922.83
S-11231,Endüstriyel Ambalaj Viyolu,23294,110,0.91,0.054,40.18,206.9,307.62,771.89
S-11232,Premium Meyve Viyolu,31319,74,0.9,0.127,29.2,217.1,466.24,671.11
S-11233,Standart Yumurta Viyolu,14379,49,0.85,0.134,39.04,204.6,269.73,643.41
S-11234,Standart Yumurta Viyolu,51774,49,0.95,0.073,30.73,228.4,247.7,780.46
S-11235,Standart Yumurta Viyolu,19725,50,0.77,0.061,38.83,185.9,250.12,701.47
S-11236,Premium Meyve Viyolu,59212,65,0.8,0.147,44.39,196.1,321.4,1032.84
S-11237,Standart Yumurta Viyolu,81702,46,0.91,0.053,41.11,188.3,147.63,1136.83
S-11238,Oluklu Mukavva Kutu,87860,273,0.99,0.119,39.04,203.9,513.91,1126.13
S-11239,Standart Yumurta Viyolu,66534,55,0.84,0.105,33.95,195.4,274.29,950.84
S-11240,Premium Meyve Viyolu,89602,88,0.83,0.107,28.07,204.9,589.17,1086.01
S-11241,Endüstriyel Ambalaj Viyolu,30591,83,0.95,0.075,33.29,215.1,296.97,652.19
S-11242,Standart Yumurta Viyolu,53397,48,0.79,0.064,21.41,186.3,411.64,760.91
S-11243,Premium Meyve Viyolu,63645,82,0.99,0.123,16.56,233.1,564.09,764.59
S-11244,Oluklu Mukavva Kutu,96585,222,0.88,0.148,30.97,234.3,1309.65,1055.03
S-11245,Oluklu Mukavva Kutu,41135,174,0.94,0.149,26.67,182.8,694.96,743.3
S-11246,Standart Yumurta Viyolu,61498,54,0.76,0.099,37.27,226.2,348.83,966.83
S-11247,Endüstriyel Ambalaj Viyolu,30131,83,0.99,0.116,27.25,196.8,280.27,663.66
S-11248,Oluklu Mukavva Kutu,10500,259,0.75,0.103,23.7,217.7,1883.17,457.26
S-11249,Standart Yumurta Viyolu,48607,55,0.78,0.05,18.81,236.0,615.57,675.01
S-11250,Endüstriyel Ambalaj Viyolu,36171,86,0.93,0.111,44.13,202.4,264.68,891.11
S-11251,Standart Yumurta Viyolu,37125,47,0.82,0.146,31.17,197.3,355.46,715.35
S-11252,Oluklu Mukavva Kutu,20739,271,0.89,0.087,43.53,181.3,624.26,770.04
S-11253,Standart Yumurta Viyolu,50416,51,0.8,0.075,31.03,229.4,370.08,836.78
S-11254,Endüstriyel Ambalaj Viyolu,74106,122,0.91,0.088,27.07,227.0,611.18,829.5
S-11255,Oluklu Mukavva Kutu,21945,289,0.81,0.086,16.57,221.1,2221.79,456.29
S-11256,Endüstriyel Ambalaj Viyolu,34232,103,0.94,0.13,29.59,197.9,406.92,722.75
S-11257,Endüstriyel Ambalaj Viyolu,58418,91,0.77,0.123,16.21,185.7,964.26,681.43
S-11258,Endüstriyel Ambalaj Viyolu,15848,96,0.77,0.144,30.6,201.9,679.84,613.12
S-11259,Endüstriyel Ambalaj Viyolu,70956,96,0.8,0.071,26.33,199.0,555.29,932.92
S-11260,Premium Meyve Viyolu,45200,78,0.87,0.057,20.74,204.4,515.0,678.56
S-11261,Standart Yumurta Viyolu,29808,55,0.9,0.076,18.81,183.5,356.22,529.05
S-11262,Standart Yumurta Viyolu,21233,55,0.75,0.126,15.48,213.5,892.37,401.51
S-11263,Oluklu Mukavva Kutu,80968,255,0.87,0.081,23.85,224.0,1327.54,943.48
S-11264,Premium Meyve Viyolu,82561,61,0.73,0.14,25.5,213.1,627.25,949.84
S-11265,Endüstriyel Ambalaj Viyolu,78495,106,0.88,0.103,21.09,207.1,749.09,929.97
S-11266,Endüstriyel Ambalaj Viyolu,85066,95,0.73,0.105,36.08,227.6,623.74,1122.76
S-11267,Endüstriyel Ambalaj Viyolu,49171,85,0.91,0.118,15.73,204.7,803.0,597.95
S-11268,Endüstriyel Ambalaj Viyolu,14551,112,0.76,0.109,42.4,227.9,650.61,715.91
S-11269,Premium Meyve Viyolu,25765,90,0.78,0.148,33.41,227.6,651.66,727.62
S-11270,Endüstriyel Ambalaj Viyolu,32659,90,0.88,0.12,25.27,186.5,514.73,617.63
S-11271,Premium Meyve Viyolu,35260,64,0.86,0.124,30.29,205.3,396.87,710.53
S-11272,Standart Yumurta Viyolu,65492,46,0.8,0.148,41.21,199.8,301.02,1052.0
S-11273,Endüstriyel Ambalaj Viyolu,36465,120,0.83,0.052,17.24,210.6,986.31,574.28
S-11274,Premium Meyve Viyolu,87994,68,0.89,0.114,15.85,229.7,745.03,911.11
S-11275,Oluklu Mukavva Kutu,18783,172,0.91,0.071,16.21,192.1,978.89,418.74
S-11276,Endüstriyel Ambalaj Viyolu,82923,105,0.83,0.101,29.3,196.2,580.08,995.67
S-11277,Oluklu Mukavva Kutu,46202,283,0.82,0.08,41.01,224.8,1014.49,954.65
S-11278,Endüstriyel Ambalaj Viyolu,11620,130,0.74,0.12,21.18,206.5,1219.62,469.69
S-11279,Endüstriyel Ambalaj Viyolu,24748,106,0.92,0.112,39.09,205.9,372.06,794.09
S-11280,Premium Meyve Viyolu,29424,78,0.98,0.099,28.88,227.1,323.69,691.73
S-11281,Standart Yumurta Viyolu,23845,54,0.75,0.097,44.04,225.2,370.73,788.37
S-11282,Standart Yumurta Viyolu,47498,53,0.95,0.055,40.57,212.9,161.16,878.67
S-11283,Oluklu Mukavva Kutu,63856,217,0.78,0.103,16.55,189.5,1766.34,740.86
S-11284,Endüstriyel Ambalaj Viyolu,95824,111,0.77,0.095,30.51,225.8,823.24,1097.44
S-11285,Endüstriyel Ambalaj Viyolu,14910,91,0.89,0.061,19.69,206.2,632.6,441.91
S-11286,Oluklu Mukavva Kutu,62818,186,0.87,0.089,20.12,193.6,969.82,823.36
S-11287,Endüstriyel Ambalaj Viyolu,15083,105,0.85,0.067,34.89,231.2,512.96,593.38
S-11288,Oluklu Mukavva Kutu,41139,162,0.99,0.083,32.85,185.4,332.19,787.96
S-11289,Endüstriyel Ambalaj Viyolu,45203,103,0.99,0.122,38.64,222.2,278.32,954.6
S-11290,Standart Yumurta Viyolu,54284,49,0.96,0.146,29.97,235.9,306.59,911.25
S-11291,Oluklu Mukavva Kutu,46745,275,0.84,0.071,15.11,194.5,1674.03,609.83
S-11292,Standart Yumurta Viyolu,39878,47,0.83,0.148,25.51,207.1,443.21,725.22
S-11293,Oluklu Mukavva Kutu,68079,232,0.93,0.065,32.15,195.2,617.31,919.39
S-11294,Oluklu Mukavva Kutu,64627,172,0.74,0.149,24.26,187.8,1316.06,787.57
S-11295,Premium Meyve Viyolu,67896,66,0.72,0.136,43.84,194.8,378.62,1085.6
S-11296,Endüstriyel Ambalaj Viyolu,73499,128,0.89,0.091,23.1,192.4,634.83,937.89
S-11297,Oluklu Mukavva Kutu,17367,281,0.75,0.119,31.95,231.5,1718.21,607.79
S-11298,Premium Meyve Viyolu,18600,69,0.9,0.062,35.84,206.5,254.52,712.21
S-11299,Endüstriyel Ambalaj Viyolu,27779,129,0.99,0.083,43.87,234.1,309.63,806.15
S-11300,Standart Yumurta Viyolu,32772,48,1.0,0.075,28.1,211.2,163.68,645.45
S-11301,Premium Meyve Viyolu,17553,67,0.83,0.067,41.2,222.3,321.03,709.1
S-11302,Standart Yumurta Viyolu,69827,45,0.9,0.146,15.09,194.9,537.03,778.42
S-11303,Oluklu Mukavva Kutu,36097,220,0.73,0.101,21.95,190.9,1520.62,624.66
S-11304,Oluklu Mukavva Kutu,70846,279,0.84,0.144,20.57,238.7,2301.59,832.08
S-11305,Endüstriyel Ambalaj Viyolu,93284,87,0.75,0.082,27.73,198.6,610.61,1029.33
S-11306,Standart Yumurta Viyolu,41711,50,0.7,0.11,42.48,197.3,323.15,861.98
S-11307,Endüstriyel Ambalaj Viyolu,87862,108,0.91,0.119,24.58,195.1,607.71,980.27
S-11308,Premium Meyve Viyolu,72204,78,0.84,0.092,19.7,205.6,650.19,826.8
S-11309,Oluklu Mukavva Kutu,55121,191,0.83,0.128,35.4,218.1,1002.68,913.37
S-11310,Oluklu Mukavva Kutu,21847,222,0.86,0.082,19.09,233.3,1687.03,489.49
S-11311,Standart Yumurta Viyolu,60667,45,0.88,0.117,39.13,219.5,251.29,885.79
S-11312,Premium Meyve Viyolu,85007,84,0.94,0.087,26.64,185.7,319.78,1063.03
S-11313,Premium Meyve Viyolu,39012,80,0.82,0.118,17.01,215.6,953.74,589.48
S-11314,Premium Meyve Viyolu,98826,66,0.75,0.14,34.68,232.9,650.19,1130.07
S-11315,Oluklu Mukavva Kutu,95404,254,0.98,0.14,28.44,196.5,683.81,1016.85
S-11316,Standart Yumurta Viyolu,99417,45,0.79,0.077,40.83,184.2,203.55,1282.21
S-11317,Endüstriyel Ambalaj Viyolu,27342,121,0.8,0.056,23.1,226.1,864.3,583.33
S-11318,Premium Meyve Viyolu,88792,85,0.84,0.097,41.21,225.8,456.72,1199.2
S-11319,Standart Yumurta Viyolu,39329,49,0.95,0.051,27.09,234.4,253.25,747.45
S-11320,Oluklu Mukavva Kutu,94245,220,0.86,0.085,30.62,219.3,1055.72,1072.35
S-11321,Endüstriyel Ambalaj Viyolu,59345,102,0.96,0.065,28.55,204.5,330.74,876.24
S-11322,Endüstriyel Ambalaj Viyolu,43029,93,0.89,0.138,27.54,234.7,689.56,730.43
S-11323,Endüstriyel Ambalaj Viyolu,49602,123,0.71,0.11,23.31,231.7,1329.04,689.43
S-11324,Endüstriyel Ambalaj Viyolu,86609,86,0.9,0.072,16.04,204.6,705.52,854.17
S-11325,Standart Yumurta Viyolu,77045,55,0.94,0.096,33.2,216.3,245.11,1069.37
S-11326,Oluklu Mukavva Kutu,83591,222,0.78,0.077,31.09,206.9,1015.13,1031.18
S-11327,Oluklu Mukavva Kutu,99707,177,0.92,0.071,20.91,204.8,868.91,960.58
S-11328,Endüstriyel Ambalaj Viyolu,18367,101,0.81,0.095,31.12,192.2,481.01,576.52
S-11329,Oluklu Mukavva Kutu,93964,233,0.71,0.1,31.63,213.5,1309.37,1135.07
S-11330,Oluklu Mukavva Kutu,44229,226,0.78,0.131,43.42,188.2,770.06,928.07
S-11331,Premium Meyve Viyolu,29651,76,0.72,0.083,19.31,222.6,852.61,546.83
S-11332,Premium Meyve Viyolu,17441,85,0.7,0.131,20.29,216.4,1130.3,443.08
S-11333,Endüstriyel Ambalaj Viyolu,96577,100,0.79,0.059,21.69,191.3,741.76,973.72
S-11334,Premium Meyve Viyolu,13336,80,0.78,0.051,30.57,216.3,487.07,584.45
S-11335,Endüstriyel Ambalaj Viyolu,48745,96,0.84,0.107,42.84,229.7,434.64,922.21
S-11336,Endüstriyel Ambalaj Viyolu,63031,104,0.78,0.1,37.32,210.2,561.62,966.1
S-11337,Standart Yumurta Viyolu,86418,54,0.94,0.079,34.92,205.6,229.49,1112.06
S-11338,Premium Meyve Viyolu,54979,83,0.97,0.1,24.4,225.2,399.66,729.43
S-11339,Premium Meyve Viyolu,99957,77,0.96,0.122,27.11,192.9,306.73,1055.67
S-11340,Endüstriyel Ambalaj Viyolu,98063,102,0.75,0.124,22.56,207.3,972.75,1026.31
S-11341,Oluklu Mukavva Kutu,32280,292,0.82,0.058,17.69,215.4,1814.5,581.25
S-11342,Premium Meyve Viyolu,48506,63,0.83,0.055,30.5,210.3,334.64,815.71
S-11343,Endüstriyel Ambalaj Viyolu,26769,127,0.78,0.067,43.74,231.3,547.67,782.01
S-11344,Oluklu Mukavva Kutu,83273,196,0.76,0.099,15.59,220.3,2258.62,850.22
S-11345,Oluklu Mukavva Kutu,95778,172,0.75,0.13,38.76,187.6,744.17,1190.38
S-11346,Premium Meyve Viyolu,56567,67,0.78,0.076,31.69,204.7,403.55,908.36
S-11347,Oluklu Mukavva Kutu,65112,234,0.74,0.136,24.27,219.5,1791.86,919.93
S-11348,Oluklu Mukavva Kutu,44152,299,0.85,0.123,17.63,220.1,2376.2,600.8
S-11349,Oluklu Mukavva Kutu,70786,180,0.83,0.09,19.11,210.4,1333.34,774.63
S-11350,Endüstriyel Ambalaj Viyolu,17035,120,0.93,0.076,29.42,239.5,575.22,594.99
S-11351,Standart Yumurta Viyolu,71894,48,0.82,0.127,16.22,187.4,558.26,741.25
S-11352,Standart Yumurta Viyolu,99220,51,0.95,0.085,34.64,222.6,197.07,1231.76
S-11353,Oluklu Mukavva Kutu,64146,163,0.87,0.084,17.52,239.6,1362.27,768.19
S-11354,Premium Meyve Viyolu,28004,66,0.9,0.083,26.74,195.7,326.1,579.2
S-11355,Oluklu Mukavva Kutu,63633,295,0.92,0.101,43.31,182.5,701.09,1057.43
S-11356,Endüstriyel Ambalaj Viyolu,28772,100,0.98,0.055,32.2,231.2,318.49,683.93
S-11357,Premium Meyve Viyolu,20592,75,0.71,0.123,42.99,219.4,475.57,767.34
S-11358,Oluklu Mukavva Kutu,92710,195,0.98,0.097,15.87,221.4,996.01,911.17
S-11359,Oluklu Mukavva Kutu,93165,164,0.76,0.056,32.23,217.3,899.01,1113.42
S-11360,Standart Yumurta Viyolu,69251,49,0.96,0.112,15.38,221.7,483.38,695.78
S-11361,Premium Meyve Viyolu,32099,78,0.89,0.085,42.51,188.0,250.39,816.23
S-11362,Premium Meyve Viyolu,74169,85,0.81,0.071,32.55,206.6,455.0,990.4
S-11363,Standart Yumurta Viyolu,26961,54,0.94,0.119,36.75,221.9,238.87,727.47
S-11364,Endüstriyel Ambalaj Viyolu,93032,107,0.78,0.133,44.41,209.6,553.51,1168.2
S-11365,Endüstriyel Ambalaj Viyolu,66233,110,0.72,0.144,25.95,234.8,1201.91,888.7
S-11366,Endüstriyel Ambalaj Viyolu,10611,82,0.88,0.113,34.14,217.7,435.35,599.42
S-11367,Premium Meyve Viyolu,58903,90,0.92,0.128,41.17,192.9,306.14,962.86
S-11368,Standart Yumurta Viyolu,52233,53,0.85,0.133,28.31,214.3,401.43,800.28
S-11369,Premium Meyve Viyolu,12348,81,0.88,0.133,19.73,215.7,685.9,442.66
S-11370,Standart Yumurta Viyolu,92141,48,0.74,0.148,26.81,193.6,480.55,999.75
S-11371,Premium Meyve Viyolu,55134,69,0.88,0.114,17.64,233.6,686.85,664.32
S-11372,Premium Meyve Viyolu,23462,72,0.84,0.089,40.91,235.8,392.83,750.78
S-11373,Oluklu Mukavva Kutu,31891,166,0.93,0.143,22.37,214.6,994.68,582.5
S-11374,Standart Yumurta Viyolu,49085,49,0.7,0.106,25.18,199.4,521.32,753.04
S-11375,Endüstriyel Ambalaj Viyolu,78195,118,0.88,0.135,22.94,211.2,815.08,902.56
S-11376,Oluklu Mukavva Kutu,66841,184,0.87,0.116,32.76,224.2,847.14,952.03
S-11377,Oluklu Mukavva Kutu,74248,241,0.73,0.11,23.25,184.8,1675.39,808.24
S-11378,Premium Meyve Viyolu,31611,90,0.8,0.122,34.31,200.0,538.3,774.18
S-11379,Endüstriyel Ambalaj Viyolu,12506,94,0.89,0.105,15.34,221.8,972.87,382.96
S-11380,Premium Meyve Viyolu,27197,66,0.95,0.109,22.57,192.2,342.53,519.84
S-11381,Standart Yumurta Viyolu,87292,53,0.79,0.101,19.96,238.7,677.74,959.0
S-11382,Premium Meyve Viyolu,26143,71,0.92,0.094,33.9,200.4,300.16,648.91
S-11383,Standart Yumurta Viyolu,59177,55,0.85,0.108,23.6,202.0,429.7,783.84
S-11384,Oluklu Mukavva Kutu,80088,162,0.73,0.131,16.17,219.5,2146.84,821.67
S-11385,Standart Yumurta Viyolu,96765,46,0.85,0.081,30.53,202.9,265.69,1122.62
S-11386,Standart Yumurta Viyolu,16322,46,1.0,0.093,25.45,222.6,213.26,522.28
S-11387,Endüstriyel Ambalaj Viyolu,68237,104,0.84,0.122,18.22,230.8,1061.03,803.68
S-11388,Standart Yumurta Viyolu,81733,49,0.74,0.082,44.28,195.4,248.03,1180.51
S-11389,Endüstriyel Ambalaj Viyolu,30070,93,0.82,0.107,43.59,211.0,423.47,882.47
S-11390,Standart Yumurta Viyolu,49467,51,0.71,0.082,32.27,237.0,452.65,845.89
S-11391,Standart Yumurta Viyolu,96832,53,0.77,0.07,42.67,231.2,302.29,1329.72
S-11392,Oluklu Mukavva Kutu,91631,185,0.85,0.096,22.6,210.3,1154.34,1005.58
S-11393,Endüstriyel Ambalaj Viyolu,23751,112,0.83,0.102,26.1,224.4,820.07,605.0
S-11394,Standart Yumurta Viyolu,47054,46,0.92,0.07,25.14,208.2,282.09,704.98
S-11395,Standart Yumurta Viyolu,75239,48,0.8,0.064,26.97,238.8,429.16,882.72
S-11396,Premium Meyve Viyolu,44471,86,0.83,0.057,29.64,222.1,524.06,765.92
S-11397,Premium Meyve Viyolu,56913,82,0.79,0.059,43.1,202.7,360.93,1021.62
S-11398,Endüstriyel Ambalaj Viyolu,48712,90,0.8,0.122,19.06,197.5,881.87,655.79
S-11399,Standart Yumurta Viyolu,81845,52,0.77,0.122,43.3,211.7,284.83,1271.02
S-11400,Premium Meyve Viyolu,73001,70,0.8,0.098,33.08,239.2,512.12,1030.78
S-11401,Premium Meyve Viyolu,10358,60,0.9,0.14,26.79,237.7,516.46,478.7
S-11402,Standart Yumurta Viyolu,24474,54,0.91,0.145,22.34,224.8,431.42,550.59
S-11403,Endüstriyel Ambalaj Viyolu,29548,85,0.93,0.105,34.83,199.4,358.34,718.99
S-11404,Standart Yumurta Viyolu,23276,49,0.82,0.07,43.85,210.7,223.14,847.1
S-11405,Premium Meyve Viyolu,69867,69,0.81,0.091,27.28,212.7,498.36,1013.92
S-11406,Oluklu Mukavva Kutu,70853,162,0.74,0.1,20.07,187.6,1287.62,843.14
S-11407,Standart Yumurta Viyolu,32898,45,0.9,0.09,42.27,218.3,192.45,884.35
S-11408,Oluklu Mukavva Kutu,57214,230,0.99,0.132,40.62,190.3,421.24,940.28
S-11409,Endüstriyel Ambalaj Viyolu,25191,86,0.78,0.136,15.96,184.6,941.01,463.03
S-11410,Standart Yumurta Viyolu,11267,47,0.77,0.13,31.89,180.3,295.57,542.03
S-11411,Premium Meyve Viyolu,53078,71,0.73,0.118,36.06,223.3,555.65,963.07
S-11412,Endüstriyel Ambalaj Viyolu,91501,97,0.98,0.094,32.98,208.6,327.21,1111.04
S-11413,Standart Yumurta Viyolu,58840,50,0.94,0.108,42.27,236.5,213.17,983.18
S-11414,Premium Meyve Viyolu,24920,72,0.71,0.083,31.11,234.6,617.96,633.43
S-11415,Endüstriyel Ambalaj Viyolu,69839,97,0.86,0.077,41.98,235.6,441.3,1067.98
S-11416,Endüstriyel Ambalaj Viyolu,72684,106,0.82,0.124,29.28,187.4,599.88,972.87
S-11417,Premium Meyve Viyolu,24818,64,0.92,0.087,15.57,186.0,531.96,467.42
S-11418,Standart Yumurta Viyolu,30892,46,0.8,0.12,35.96,222.2,354.19,751.85
S-11419,Endüstriyel Ambalaj Viyolu,87430,110,0.85,0.095,20.98,198.5,770.28,924.3
S-11420,Endüstriyel Ambalaj Viyolu,33758,119,0.77,0.08,38.12,199.6,527.54,780.45
S-11421,Endüstriyel Ambalaj Viyolu,57002,119,0.93,0.063,28.61,210.4,484.29,881.74
S-11422,Standart Yumurta Viyolu,99714,47,0.94,0.054,23.89,196.8,226.72,1022.92
S-11423,Endüstriyel Ambalaj Viyolu,73979,87,0.79,0.102,34.91,202.9,466.43,1070.5
S-11424,Endüstriyel Ambalaj Viyolu,67761,82,0.79,0.104,15.71,184.8,890.59,745.44
S-11425,Standart Yumurta Viyolu,44290,55,0.92,0.059,40.39,223.9,221.61,907.14
S-11426,Oluklu Mukavva Kutu,11620,284,0.82,0.072,30.36,212.9,1362.99,591.1
S-11427,Premium Meyve Viyolu,97797,87,0.98,0.14,41.27,228.1,283.65,1163.97
S-11428,Oluklu Mukavva Kutu,78039,283,0.95,0.101,37.44,188.3,653.31,1037.36
S-11429,Standart Yumurta Viyolu,66734,55,0.75,0.085,22.95,201.0,490.34,876.25
S-11430,Premium Meyve Viyolu,73167,71,0.87,0.06,39.15,202.2,290.3,1102.21
S-11431,Endüstriyel Ambalaj Viyolu,29484,115,0.76,0.138,33.49,205.7,718.15,732.47
S-11432,Standart Yumurta Viyolu,11526,55,0.8,0.131,35.87,225.9,444.43,613.62
S-11433,Premium Meyve Viyolu,76265,87,0.82,0.071,33.98,238.6,507.99,945.32
S-11434,Endüstriyel Ambalaj Viyolu,74990,90,0.9,0.104,40.3,225.7,389.38,1108.36
